question,answer,context
Pourriez-vous m'indiquer les matières du deuxième semestre du master en génie civil ?,master en génie civil,"Au semestre 2, les cours sont : Béton précontraint, Dynamique et calcul parasismique, Transferts thermiques et Acoustique, Béton armé, Procédés Généraux de Constructions, Routes."
Quelles sont les unités d'enseignement dispensées durant le deuxième semestre du master en génie civil ?,master en génie civil,"Au semestre 2, les cours sont : Béton précontraint, Dynamique et calcul parasismique, Transferts thermiques et Acoustique, Béton armé, Procédés Généraux de Constructions, Routes."
Pouvez-vous me détailler le programme du deuxième semestre du master en génie civil ?,master en génie civil,"Au semestre 2, les cours sont : Béton précontraint, Dynamique et calcul parasismique, Transferts thermiques et Acoustique, Béton armé, Procédés Généraux de Constructions, Routes."
Quels cours sont enseignés au semestre 3 du master en génie civil ?,master en génie civil,"Au semestre 3, les cours sont : Ouvrages de Génie Civil, Assainissement, Construction Métallique, Urbanisme, Architecture et Construction, Efficacité Énergétique, Management de projet & BIM appliquée."
Pourriez-vous m'indiquer les matières du troisième semestre du master en génie civil ?,master en génie civil,"Au semestre 3, les cours sont : Ouvrages de Génie Civil, Assainissement, Construction Métallique, Urbanisme, Architecture et Construction, Efficacité Énergétique, Management de projet & BIM appliquée."
Quelles sont les unités d'enseignement dispensées durant le troisième semestre du master en génie civil ?,master en génie civil,"Au semestre 3, les cours sont : Ouvrages de Génie Civil, Assainissement, Construction Métallique, Urbanisme, Architecture et Construction, Efficacité Énergétique, Management de projet & BIM appliquée."
Pouvez-vous me détailler le programme du troisième semestre du master en génie civil ?,master en génie civil,"Au semestre 3, les cours sont : Ouvrages de Génie Civil, Assainissement, Construction Métallique, Urbanisme, Architecture et Construction, Efficacité Énergétique, Management de projet & BIM appliquée."
Quel est le contenu du semestre 4 du master en génie civil ?,master en génie civil,Le contenu du semestre 4 est : Projet de fin d'étude.
Quels sont les cours dispensés au quatrième semestre du master en génie civil ?,Le contenu du semestre 4 est : Projet de fin d'étude.,master en génie civil
Pourriez-vous me résumer le programme du quatrième semestre ?,Le contenu du semestre 4 est : Projet de fin d'étude.,master en génie civil
Quelles sont les unités d'enseignement du dernier semestre du master en génie civil ?,Le contenu du semestre 4 est : Projet de fin d'étude.,master en génie civil
Qui est le coordinateur de ce programme du master en génie civil ?,Le coordinateur de ce programme est le Pr. Dkiouak Rachid.,master en génie civil
Quel est le responsable du master en génie civil ?,Le coordinateur de ce programme est le Pr. Dkiouak Rachid.,master en génie civil
Qui est en charge du master en génie civil ?,Le coordinateur de ce programme est le Pr. Dkiouak Rachid.,master en génie civil
Qui coordonne le master en génie civil ?,Recherche du coordonnateur du programme de master en génie civil.,Le coordinateur de ce programme est le Pr. Dkiouak Rachid.
Quel est l'e-mail du coordinateur du master en génie civil ?,Demande spécifique de l'e-mail du coordinateur du programme de master en génie civil.,L'e-mail du coordinateur est : r.dkiouak@uae.ac.ma
Quelle est l'adresse électronique du responsable du master en génie civil ?,Recherche de l'adresse e-mail du responsable du programme de master en génie civil.,L'e-mail du coordinateur est : r.dkiouak@uae.ac.ma
Pouvez-vous me communiquer l'adresse mail du coordinateur du master en génie civil ?,Demande de confirmation de l'adresse e-mail du coordinateur du programme de master en génie civil.,L'e-mail du coordinateur est : r.dkiouak@uae.ac.ma
Quel est le moyen de contacter le coordinateur du programme de master en génie civil ?,Recherche du moyen de contacter le coordinateur du programme de master en génie civil.,L'e-mail du coordinateur est : r.dkiouak@uae.ac.ma
Quelles compétences peuvent être acquises avec ce programme de master en génie des matériaux pour plasturgie et métallurgie ?,Exploration des compétences offertes par le programme de master en génie des matériaux pour plasturgie et métallurgie.,"Les compétences acquises comprennent : élaboration, caractérisation et contrôle des matériaux, exigences liées au choix des matériaux, maîtrise des mécanismes de dégradation des matériaux et du comportement matériau/milieu."
Quels types de compétences sont développées dansmaster en génie des matériaux pour plasturgie et métallurgie ?,Recherche des compétences développées dans le cadre du programme de master en génie des matériaux pour plasturgie et métallurgie.,"Les compétences acquises comprennent : élaboration, caractérisation et contrôle des matériaux, exigences liées au choix des matériaux, maîtrise des mécanismes de dégradation des matériaux et du comportement matériau/milieu."
Que peut-on apprendre dans ce programme de master en génie des matériaux pour plasturgie et métallurgie ?,Exploration des sujets enseignés dans le programme de master en génie des matériaux pour plasturgie et métallurgie.,"Les compétences acquises comprennent : élaboration, caractérisation et contrôle des matériaux, exigences liées au choix des matériaux, maîtrise des mécanismes de dégradation des matériaux et du comportement matériau/milieu."
Quelles sont les principales compétences développées dans le cadre du master en génie des matériaux pour plasturgie et métallurgie ?,Recherche des principales compétences développées dans le cadre du programme de master en génie des matériaux pour plasturgie et métallurgie.,"Les compétences acquises comprennent : élaboration, caractérisation et contrôle des matériaux, exigences liées au choix des matériaux, maîtrise des mécanismes de dégradation des matériaux et du comportement matériau/milieu."
Pouvez-vous m'expliquer les principales compétences visées par le master en génie des matériaux pour plasturgie et métallurgie ?,Recherche d'explications sur les principales compétences visées par le programme de master en génie des matériaux pour plasturgie et métallurgie.,"Les compétences acquises comprennent : élaboration, caractérisation et contrôle des matériaux, exigences liées au choix des matériaux, maîtrise des mécanismes de dégradation des matériaux et du comportement matériau/milieu."
Quels cours sont enseignés au semestre 1 du master en génie des matériaux pour plasturgie et métallurgie ?,Exploration des cours enseignés lors du semestre 1 du programme de master en génie des matériaux pour plasturgie et métallurgie.,"Au semestre 1, les cours sont : Cristallographie et phénomènes, Métallurgie et matériaux métalliques, Formulation, rhéologie et modélisation, Verres, céramiques et matériaux, Polymères synthétiques, Anglais scientifique et communication."
Pouvez-vous me donner la liste des cours du premier semestre de master en génie des matériaux ?,Demande de la liste des cours dispensés lors du premier semestre du programme de master en génie des matériaux.,"Au semestre 1, les cours sont : Cristallographie et phénomènes, Métallurgie et matériaux métalliques, Formulation, rhéologie et modélisation, Verres, céramiques et matériaux, Polymères synthétiques, Anglais scientifique et communication."
